eng,deu,eng_google,deu_google
But gold bugs are right to worry about whether the government will honor its commitments under more extreme circumstances.,"Aber die Goldbugs machen sich zu Recht Sorgen, ob die Regierung ein derartiges Engagement unter extremeren Umständen würdigte.",But gold bugs are right to worry about whether the government would appreciate such a commitment under more extreme circumstances.,"Doch die Gold-Fans machen sich zu Recht Sorgen darüber, ob die Regierung ihren Verpflichtungen auch unter extremeren Umständen nachkommen wird."
"In some ways, Hamas’s coup makes things clearer.",In gewisser Weise vereinfacht der Staatsstreich der Hamas die Lage.,"In some ways, the Hamas coup simplifies the situation.",In mancher Hinsicht macht der Putsch der Hamas die Dinge klarer.
The parts of the text for which the European Council is competent were discussed and agreed by the European Council itself.,"Die Textpassagen, für die der Europäische Rat zuständig ist, wurden erörtert und vom Europäischen Rat selbst vereinbart.",The text passages for which the European Council is responsible were discussed and agreed by the European Council itself.,"Die Teile des Textes, für die der Europäische Rat zuständig ist, wurden vom Europäischen Rat selbst erörtert und vereinbart."
"Nevertheless, with regard to this we think that a review of the obligations of the different parties must take place, as anticipated in the convention.","Wir meinen dennoch, daß dazu eine Überprüfung der Verpflichtungen der Parteien stattfinden sollte, wie es die Konvention vorsieht.","We nevertheless believe that this should involve a review of the parties&#39; obligations, as provided for in the Convention.","Dennoch sind wir der Meinung, dass in diesem Zusammenhang eine Überprüfung der Verpflichtungen der verschiedenen Parteien stattfinden muss, wie im Übereinkommen vorgesehen."
"Restaurant, Bar, 24-Hour Front Desk, Non-Smoking Rooms, Rooms/Facilities for Disabled Guests, Family Rooms, Elevator, Safety Deposit Box, All Public and Private spaces non-smoking.","Restaurant, Bar, 24-Stunden-Rezeption, Nichtraucherzimmer, behindertenfreundliche Zimmer, Familienzimmer, Aufzug, Hotelsafe, Alle öffentlichen und privaten Bereiche sind Nichtraucherzonen.","Restaurant, Bar, 24-hour front desk, Non-smoking rooms, Rooms/Facilities for Disabled Guests, Family rooms, Elevator, Safety deposit box, All public and private spaces non-smoking.","Restaurant, Bar, 24-Stunden-Rezeption, Nichtraucherzimmer, behindertenfreundliche Zimmer/Einrichtungen, Familienzimmer, Aufzug, Safe, alle öffentlichen und privaten Bereiche sind Nichtraucherzonen."
Payment is due on arrival (this is necessary because the hotel operates an express check-out policy).,Aufgrund des Express-Check-outs erfolgt die Bezahlung bei der Anreise.,"Due to express check-out, payment is due upon arrival.","Die Zahlung ist bei der Ankunft fällig (dies ist notwendig, da das Hotel eine Express-Check-out-Richtlinie anwendet)."
The composite pontoon: The complete construction is build on unsinkable composite VERITAS certificate PP honeycomb cores.,"Alle schwimmenden Systeme aus dem Hause Aqua House werden mit unsinkbaren PP-Wabenkernen gefertigt, die VERITAS-zertifiziert sind.",All floating systems from Aqua House are manufactured with unsinkable PP honeycomb cores that are VERITAS-certified.,"Der Verbundponton: Die gesamte Konstruktion basiert auf unsinkbaren, VERITAS-zertifizierten PP-Wabenkernen aus Verbundwerkstoff."
"Household income must rise, and, with more ample provision of social security, insurance, and services, precautionary savings should fall.","Das Einkommen der privaten Haushalte muss steigen, mit umfassender Berücksichtigung von Sozialversicherung, Versicherung und Dienstleistungen, damit die privaten Rücklagen sinken können.","Private household income must increase, taking full account of social security, insurance and services, so that private reserves can decrease.","Die Haushaltseinkommen müssen steigen, und mit einer umfassenderen Versorgung mit sozialer Sicherheit, Versicherungen und Dienstleistungen sollten die Vorsorgeersparnisse sinken."
"When a new cook was examined, the lord had him make not only pilaff but also baklava.","Die Köche, die eingestellt werden sollten, mussten neben dem Pilav auch die Baklava zubereiten können.",The cooks to be hired had to be able to prepare baklava as well as pilaf.,"Bei der Prüfung eines neuen Kochs ließ der Herr ihn nicht nur Pilaw, sondern auch Baklava zubereiten."
"What the rapporteur said in her foreword is perfectly true, in the sense that priorities are not defined clearly enough and good intentions are often limited by lack of financial resources.","Was die Berichterstatterin in ihrem Vorwort sagte, ist völlig richtig, nämlich dass die Prioritäten noch nicht eindeutig genug beschrieben sind und gute Absichten oft durch fehlende finanzielle Mittel behindert werden.","What the rapporteur said in her foreword is absolutely right, namely that the priorities are not yet clearly defined enough and that good intentions are often hampered by a lack of financial resources.","Was die Berichterstatterin in ihrem Vorwort sagte, ist völlig richtig, denn die Prioritäten sind nicht klar genug definiert und gute Absichten werden oft durch den Mangel an finanziellen Mitteln eingeschränkt."
"The proposal includes quite a few useful features, but we do not believe that the time is ripe for setting up a joint Corps of Border Guards.","Der Vorschlag enthält mehrere gute Elemente, wir sind aber nicht der Meinung, dass die Zeit für die Bildung eines gemeinsamen Grenzschutzkorps reif ist.","The proposal contains several good elements, but we do not believe that the time is ripe for the creation of a joint border guard corps.","Der Vorschlag enthält zwar einige nützliche Elemente, wir glauben jedoch nicht, dass die Zeit für die Einrichtung eines gemeinsamen Grenzschutzkorps reif ist."
"They point out that a number of fish stocks remain in a state of great jeopardy, particularly cod, although they also point out that there have been slight improvements in haddock and whiting stocks in the North Sea.","Es wird darauf hingewiesen, dass zahlreiche Fischbestände weiterhin stark gefährdet sind, vor allem der Kabeljau. Indes wird auch festgestellt, dass sich die Situation bei Schellfisch- und Weißfischbeständen in der Nordsee leicht verbessert hat.","It points out that numerous fish stocks remain highly endangered, especially cod. However, it also notes that the situation for haddock and whitefish stocks in the North Sea has improved slightly.","Sie weisen darauf hin, dass eine Reihe von Fischbeständen, insbesondere der Kabeljau, weiterhin stark gefährdet seien, weisen jedoch auch darauf hin, dass sich die Bestände an Schellfisch und Wittling in der Nordsee leicht verbessert hätten."
"In one Member State, for instance, there are some 60, 000 people from outside the Union applying for asylum each year whose applications are still pending and of those - or at least those who have been admitted in the past - maybe only 5 or 10 %, possibly as high as 13 %, are finally admitted.","In einem der Mitgliedstaaten beispielsweise gibt es jährlich ca. 60.000 Asylbewerber aus Drittländern, deren Asylanträge noch zu bearbeiten sind und von diesen Anträgen - oder zumindest denjenigen, die als zulässig erachtet wurden - werden schließlich möglicherweise nur 5 oder 10 % und maximal vielleicht 13 % bewilligt werden.","In one Member State, for example, there are approximately 60,000 asylum seekers from third countries each year whose asylum applications are still pending, and of these applications – or at least of those deemed admissible – perhaps only 5 or 10%, and perhaps a maximum of 13%, will ultimately be accepted.","In einem Mitgliedstaat beispielsweise stellen jedes Jahr etwa 60.000 Menschen aus Drittländern einen Asylantrag, über deren Antrag noch immer entschieden wird. Von diesen - oder zumindest von denen, die in der Vergangenheit aufgenommen wurden - werden letztendlich vielleicht nur 5 oder 10 %, möglicherweise sogar bis zu 13 %, zugelassen."
In this way we will be able to effectively spread the word on expertise and exchange experiences to learn from one another.,"So können wir wirksam Informationen über die besten Praktiken verbreiten und Erfahrungen austauschen, um voneinander zu lernen.",This will enable us to effectively disseminate information on best practices and share experiences to learn from each other.,"Auf diese Weise können wir Fachwissen effektiv verbreiten, Erfahrungen austauschen und voneinander lernen."
The agreement provides an additional forum for tackling these concerns.,"Das Abkommen bietet ein zusätzliches Forum, in dem wir diese Probleme angehen können.",The agreement provides an additional forum in which we can address these issues.,Das Abkommen bietet ein zusätzliches Forum zur Auseinandersetzung mit diesen Anliegen.
"These are very moving words for me and my generation, my parents who both served in the Second World War.","Dies sind sehr bewegende Worte für mich und meine Generation, da meine Eltern, beide, im Zweiten Weltkrieg gedient haben.","These are very moving words for me and my generation, as both of my parents served in World War II.","Dies sind sehr bewegende Worte für mich und meine Generation, meine Eltern, die beide im Zweiten Weltkrieg gedient haben."
The functionality in this demo video is illustrated using a real-life Web application.,Die Funktionen werden im Demo-Video anhand einer aktiven Webanwendung vorgeführt.,The functions are demonstrated in the demo video using an active web application.,Die Funktionalität in diesem Demovideo wird anhand einer realen Webanwendung veranschaulicht.
Your balcony overlooks both the lake and the peninsula of Sirmione.,Von Ihrem Balkon blicken Sie auf den See und die Halbinsel von Sirmione.,From your balcony you can see the lake and the Sirmione peninsula.,Von Ihrem Balkon aus haben Sie sowohl Aussicht auf den See als auch auf die Halbinsel Sirmione.
"The Black Economic Empowerment program was launched by the South African government to redress the inequalities of Apartheid by giving previously disadvantaged groups (black Africans, Coloureds and Indians) economic opportunities previously not available to them.",Gesetzliche Grundlage des BEE ist das im Januar 2004 in Kraft getretene Broad Based Black Economic Empowerment Gesetz.,"The legal basis for BEE is the Broad Based Black Economic Empowerment Act, which came into force in January 2004.","Das Black Economic Empowerment-Programm wurde von der südafrikanischen Regierung ins Leben gerufen, um die Ungleichheiten der Apartheid zu beseitigen, indem zuvor benachteiligten Gruppen (Schwarzafrikanern, Farbigen und Indern) wirtschaftliche Möglichkeiten geboten werden, die ihnen zuvor nicht zur Verfügung standen."
